Set,Profile,expressivity,class_count,indiv_count,obj_property_count,dataproperty_count,datatypes_count,Cyclic Cls,HC_Cohesion,HC_MAX_DEPTH,HC_Max_Sibling,HC_Avg_Sibling,C_Tangledness,C_MaxTangledness,HP_Cohesion,P_Tangledness,P_MaxTangledness,HP_MAX_DEPTH,HP_Max_Sibling,HP_Avg_Sibling,OP_Cohesion,Onto_Cohesion,RRichness,AttRichness,UI,EUR,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,MaxACC,OntoCCDensity,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,avgValuesCard,LogestMCard,LogestLCard,LogestECard,Complement,OneOf,HasValue,HasSelf,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,SubClassOf,InverseObjectProperties,SubObjectPropertyOf,FunctionalObjectProperty,TransitiveObjectProperty,EquivalentClasses,DisjointClasses,SubPropertyChainOf,ObjectPropertyRange,ObjectPropertyDomain,DisjointUnion,ClassAssertion,DataPropertyRange,DataPropertyDomain,ObjectPropertyAssertion,DataPropertyAssertion,DifferentIndividuals,SymmetricObjectProperty,ReflexiveObjectProperty,InverseFunctionalObjectProperty,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,SubDataPropertyOf,FunctionalDataProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Train,DL,ALER+,30169,8,5,0,0,0,0.003,15,1425,4.264,0.02,7,0.4,0,1,2,2,2,0,0.201,0,0,0,0,268374,238200,57795,180400,5,24.263,75.735,0.002,4145,40918,0,7.172,70.799,0,5,2.379,0,0,0,0,0,2,0.153862791,23.306,0,76.694,0,0,0,0,0,0,0,0,0,0,0,0,0,38.043,0,0,0,0,0,0,61.957,22.523,0,0.001,0,0.001,1.74,0,0,0,0,0,75.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,19194,66454,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165547,146348,79894,66454,0,54.592,45.408,0,0,79894,0,0,100,0,5,3.832,0,0,0,0,0,2,0.915888552,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.592,0,0,0,0,0,0,0,0,0,0,45.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SRI,487,0,83,0,0,0,0.022,11,22,2.466,0.411,2,0.085,2.439,2,6,12,3.375,0,0.036,0.34,0,0.029,35.046,1883,1314,1037,0,277,78.919,0,21.081,42,562,76,4.05,54.195,7.329,13,2.91,43.943,0,0,0,0,11,0.057420882,24.688,10.312,48.281,12.656,0,0,0,0,0,0,0,4.062,0,0,0,90.769,8.205,0,0,0,0,0,0,94.359,46.499,2.207,6.393,0,1.218,9.056,23.364,0.076,5.251,5.251,0,0,0,0,0,0,0,0.685,0,0,0,0,0,0,0,0,0,0
Train,DL,SRI,43917,15,162,0,0,0,0.002,19,1437,3.61,0.016,8,0.01,1.235,2,3,7,3.053,0,0.004,0.002,0,0,0,388243,344164,84322,259668,174,24.501,75.449,0.051,14811,37453,36,17.565,44.417,0.043,19,2.806,0.114,0,0,0,0,9,0.062062359,31.523,0,68.477,0,0,0,0,0,0,0,0,0,0,0,0,22.123,22.594,0,0,0,0,0,0,84.215,20.152,0.006,0.017,0,0.006,4.314,0.035,0.003,0.01,0.01,0,75.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,37511,228760,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503023,465506,232753,232753,0,50,50,0,0,232753,0,0,100,0,38,4.193,0,0,0,0,0,19,0.11170821,2.444,0,97.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHIF(D),178,138,12,7,1,0.644,0.023,4,27,6,1.13,2,0.152,0,1,2,4,2.5,0,0.058,0.032,0.039,0,13.299,834,638,269,321,48,42.163,50.313,7.524,30,152,20,11.152,56.506,7.435,7,3.071,1.124,0,0,0,0,3,0.266418835,25.116,9.767,50.233,14.884,0,0,0,0,0,0,0,0,0,0,0,26.429,17.143,0,0,0,0,57.143,0,82.143,34.169,0.313,0.784,0.784,0.157,7.837,0.157,0,1.254,0.784,0,25.078,1.097,1.097,8.777,16.458,0,0.157,0,0,0,0,0,0,1.097,0,0,0
Train,DL,AL,38593,0,0,0,0,0,0.001,19,356,6.825,0,1,0,0,0,0,0,0,0,0.001,0,0,0,0,166980,128387,38589,89798,0,30.057,69.943,0,0,38589,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.057,0,0,0,0,0,0,0,0,0,0,69.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SRIQ(D),1405,0,203,1,10,0.017,0.011,14,118,2.954,0.142,2,0.046,0.985,2,8,10,2.488,0,0.019,0.055,0.001,0.144,1.193,3921,2312,1876,0,436,81.142,0,18.858,31,1719,12,1.652,91.631,0.64,12,2.375,12.313,0,0,0,0,7,0.042796223,14.234,6.667,63.964,5.766,3.243,0.18,4.685,8.633,2,3,2,1.081,0,0.18,0,94.213,9.259,5.556,11.806,4.861,9.259,4.167,8.102,100,76.038,3.503,9.04,0.562,0.995,1.86,3.244,0.043,1.298,1.168,0,0,0,0,0,0,0,1.514,0.13,0.346,0,0,0,0,0.043,0.13,0.087,0
Train,DL,ALUHN+(D),36,56,24,46,5,18.376,0.118,3,7,3.25,0,1,0.051,0,1,2,4,3.5,0.003,0.057,0.157,1.278,0,0,635,530,107,298,125,20.189,56.226,23.585,0,107,0,0,100,0,4,2.393,0,0,0,0,0,1,0.392523364,0,0,0,23.81,2.381,28.571,45.238,0.42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.333,20.189,0,1.321,0,0.189,0,0,0,3.774,4.151,0,20.943,6.604,6.981,8.302,26.981,0,0,0,0,0,0,0,0.566,0,0,0,0
Train,DL,ALERI+,577,0,30,0,0,0,0,0,0,0,0,0,0.055,0,1,4,5,2,0,0.055,0,0,0,0,989,382,360,6,16,94.241,1.571,4.188,1,2,356,0.278,0.556,98.889,11,5.317,0,0,0,0,0,5,0.431666667,45.946,0,54.054,0,0,0,0,0,0,0,0,0,0,0,0,17.857,4.048,0,0,0,0,0,0,75.476,0.785,0.262,2.618,0,0.785,93.456,0,0.524,0,0,0,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SROIF,31839,18,118,0,0,0.001,0,12,5146,17.281,0.009,3,0.022,1.709,2,4,7,2.286,0,0.007,0.001,0,0,0,76465,44509,44291,2,216,99.51,0.004,0.485,7270,5903,12166,16.414,13.328,27.468,7,2.533,0.022,0.013,0,22.222,100,3,0.175874707,0.937,0,99.029,0.017,0,0,0,0,0,0,0,0,0.017,0,0,67.122,46.086,0,0,0,0,0,0,98.885,71.664,0.052,0.169,0.004,0.049,27.835,0.011,0.074,0.052,0.074,0,0,0,0,0,0,0.004,0.011,0,0,0,0,0,0,0,0,0,0
Train,DL,ALHIN(D),90,0,3,87,9,0.046,0.026,2,32,6.25,0,1,0.667,0,1,2,1,1,0,0.231,0,0.967,0,0,2304,2125,2119,0,6,99.718,0,0.282,0,2119,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.718,0.047,0.047,0,0,0,0,0,0,0.047,0,0,0.094,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHI(D),39,50,53,49,7,0.611,0.06,2,6,2.333,5.263,2,0.006,0,1,2,4,4,0.003,0.023,0.869,1.256,0,0,594,454,156,67,231,34.361,14.758,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,1,0.006410256,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.626,1.322,0.881,0,1.542,1.322,28.414,0,11.013,11.013,0,11.233,9.692,10.132,3.084,0.441,0,0.441,0,0,0.441,0,0.441,3.965,0,0,0,0
Train,DL,SRI,5786,0,23,0,0,0,0.01,16,169,3.398,0.104,6,0.047,0,1,3,2,1.667,0,0.029,0.002,0,0,0,23624,17815,17800,0,15,99.916,0,0.084,2646,6076,0,14.865,34.135,0,51,2.966,1.02,0,0,0,0,25,0.029444944,20.172,0.107,79.705,0.008,0,0,0,0,0,0,0,0.008,0,0,0,64.918,64.918,0,0,0,0,0,0,18.508,84.833,0.011,0.028,0,0.022,14.864,0.219,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SH,25609,0,8,0,0,0,0,7,17203,9.955,0.008,2,0.143,0,1,2,2,2,0,0.072,0.026,0,0,0,189561,163944,26367,137569,8,16.083,83.912,0.005,0,21385,4306,0,81.105,16.331,7,2.547,2.644,0,0,0,0,3,0.118911265,45.779,0,54.221,0,0,0,0,0,0,0,0,0,0,0,0,0,95.863,0,0,0,0,0,0,0,13.044,0,0.001,0,0.004,2.627,0.412,0,0,0,0,83.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHI,86820,0,30,0,0,0,0,12,22319,3.264,0.003,5,0.048,0,1,3,3,1.5,0,0.024,0,0,0,0,282397,195547,195524,0,23,99.988,0,0.012,219,194965,71,0.112,99.714,0.036,7,2.463,0.008,0,0,0,0,3,0.153941886,0.321,0,99.679,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,0,0,0,0,0,0,41.509,99.837,0,0.005,0,0.005,0.148,0.003,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
Train,EL,AL+,8775,0,1,0,0,0,0.004,14,35,3.191,0.034,4,0,0,0,0,0,0,0,0.004,0,0,0,0,19568,10792,10791,0,1,99.991,0,0.009,0,10791,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.991,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE+,44271,0,10,0,0,0,0.006,19,2521,7.93,0.014,10,0,0,0,0,0,0,0,0.006,0,0,0,0,160026,115745,115744,0,1,99.999,0,0.001,0,115744,0,0,100,0,3,2.397,0,0,0,0,0,1,0.397437448,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.999,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,SH,7557,0,27,0,0,0,0.007,15,168,5.793,0.04,4,0.066,0,1,3,6,2.5,0,0.036,0.003,0,0,0,26795,19211,19198,0,13,99.932,0,0.068,0,19137,0,0,99.682,0,3,2.47,0.503,0,0,0,0,1,0.469996875,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10.24,0,0,0,0,0,0,11.005,99.615,0,0.052,0,0.016,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,411,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,199,199,0,0,100,0,0,0,0,199,0,0,100,7,5.03,0,0,0,0,0,3,0.671691792,49.626,0,50.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SF(D),36,32990,5,28,4,0.295,0.098,2,14,7.75,0,1,0,0,0,0,0,0,0.003,0.051,0.279,0.778,0,0,223342,223273,38,223139,96,0.017,99.94,0.043,0,31,0,0,81.579,0,13,2.289,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0.003,0,0.002,0.002,0,14.776,0.013,0.013,40.884,44.281,0,0,0,0,0,0,0,0,0.013,0,0,0
Train,EL,AL+,14441,0,1,0,0,0,0,2,2,1.013,0.021,4,0,0,0,0,0,0,0,0,0,0,0,0,23331,8889,8888,0,1,99.989,0,0.011,0,1282,15212,0,14.424,171.152,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.422,0,0,0,0.011,85.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALEH+,78977,0,7,0,0,0,0,20,218,3.053,0,1,0.286,0,1,2,3,3,0,0.143,0,0,0,0,200696,121712,121708,0,4,99.997,0,0.003,0,121708,0,0,100,0,3,2.351,0,0,0,0,0,1,0.351119072,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.235,99.997,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,29971,176043,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399651,369675,193632,176043,0,52.379,47.621,0,0,193632,0,0,100,0,5,3.909,0,0,0,0,0,2,0.954581371,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.379,0,0,0,0,0,0,0,0,0,0,47.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHOIF(D),6061,5790,628,57,5,0.1,0.154,24,256,3.568,0.05,7,0.003,0.478,3,6,17,1.938,0,0.052,0.104,0.009,0,0,28326,21581,10707,9336,1538,49.613,43.26,7.127,8,10579,15,0.075,98.805,0.14,9,2.074,1.765,9.256,0,0,0,2,0.057765948,1.536,5.74,40.663,6.71,0,0,0,0,0,0,0,0,0,0,45.352,59.044,8.362,0,0,0.683,0,1.195,0,71.16,49.066,0.51,1.006,0.06,0.107,0.102,0.445,0,2.335,2.525,0,28.775,0.264,0.222,11.728,2.757,0,0.083,0,0,0,0,0,0,0.014,0,0,0
Train,DL,ALE,555,0,2,0,0,0,0.039,13,18,2.686,0.541,3,0,0,0,0,0,0,0,0.039,0,0,0,0,2282,1725,734,991,0,42.551,57.449,0,0,734,0,0,100,0,3,2.114,0,0,0,0,0,1,0.114441417,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.551,0,0,0,0,0,0,0,0,0,0,57.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,ALCOIF(D),41648,85,148,20,4,0,0.001,20,1721,5.768,0.005,2,0,0,0,0,0,0,0,0,0.054,0,0,0,164991,123176,122695,86,395,99.61,0.07,0.321,530,116300,29,0.432,94.788,0.024,45,2.693,0,15.499,0,100,0,22,0.031357135,0.66,6.028,78.187,7.499,0,0,0,0,0,0,0,0,0,0,7.626,91.111,0,0,0,0.445,0,0.13,0,0,99.156,0.023,0,0.039,0,0.454,0,0,0.112,0.101,0,0.069,0.015,0.015,0,0,0.001,0.001,0,0,0,0,0,0,0.015,0,0,0
Train,DL,ALCON(D),260,50,11,4,4,1.118,0.036,8,14,4.081,0,1,0,0,0,0,0,0,0,0.018,0.668,0.015,0.275,0,1260,986,905,56,25,91.785,5.68,2.536,21,320,0,2.32,35.359,0,10,2.135,87.692,29.615,0,6,332,5,0.039558011,2.235,5.028,6.145,40.782,1.117,0,0.559,2.387,0,1,2,0,41.899,0,2.235,0,0,0,0,0,0,59.77,0,0,34.888,0,0,0.609,0,2.13,54.767,0,0.609,0.609,0,5.071,0.406,0.203,0,0,0.609,0,0,0,0,0,0,0,0.101,0,0,0
Train,DL,AL(D),23,78,2,3,2,0,0.234,6,5,1.889,0,1,0,0,0,0,0,0,0,0.234,0,0.13,0,0,322,295,17,278,0,5.763,94.237,0,0,17,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.763,0,0,0,0,0,0,0,0,0,0,52.881,0,0,21.695,19.661,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHI(D),39,50,53,49,7,0.611,0.06,2,6,2.333,5.263,2,0.006,0,1,2,4,4,0.003,0.023,0.869,1.256,0,0,594,454,156,67,231,34.361,14.758,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,1,0.006410256,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.626,1.322,0.881,0,1.542,1.322,28.414,0,11.013,11.013,0,11.233,9.692,10.132,3.084,0.441,0,0.441,0,0,0.441,0,0.441,3.965,0,0,0,0
Train,DL,SHOIN(D),2994,1152,489,32,6,0.337,0.003,11,53,3.904,0.1,3,0.007,0.409,2,5,35,5.016,0,0.004,0.109,0.011,0,0,9943,6429,3869,1930,630,60.18,30.02,9.799,248,3176,287,6.41,82.088,7.418,4,2.109,3.373,7.214,0.174,0.174,0,1,0.165675885,0,0.312,14.197,48.518,0.78,0,1.56,6.837,0,1,2,0,0,0,34.633,3.118,2.398,0,0,0.24,0,0,0,62.35,54.721,0.187,4.837,0,0.124,4.573,0.887,0,2.566,0.809,0,19.132,0.28,0.202,3.671,2.8,1.182,0.047,0,0,0.062,3.235,0.684,0,0,0,0,0
Train,DL,SHI(D),39,50,53,49,7,0.611,0.06,2,6,2.333,5.263,2,0.006,0,1,2,4,4,0.003,0.023,0.869,1.256,0,0,594,454,156,67,231,34.361,14.758,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,1,0.006410256,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.626,1.322,0.881,0,1.542,1.322,28.414,0,11.013,11.013,0,11.233,9.692,10.132,3.084,0.441,0,0.441,0,0,0.441,0,0.441,3.965,0,0,0,0
Train,EL,ALEH+,78977,0,7,0,0,0,0,20,218,3.053,0,1,0.19,0,1,2,2,2,0,0.095,0,0,0,0,200695,121711,121708,0,3,99.998,0,0.002,0,121708,0,0,100,0,3,2.351,0,0,0,0,0,1,0.351119072,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.015,99.998,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHI(D),39,50,53,49,7,0.611,0.06,2,6,2.333,2.632,2,0.006,0,1,2,4,4,0.003,0.023,0.869,1.256,0,0,594,454,156,67,231,34.361,14.758,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,1,0.006410256,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.626,1.322,0.881,0,1.542,1.322,28.414,0,11.013,11.013,0,11.233,9.692,10.132,3.084,0.441,0,0.441,0,0,0.441,0,0.441,3.965,0,0,0,0
Train,EL,SH,5677,0,31,0,0,0,0.026,17,120,2.87,0.088,6,0.024,0,1,3,2,1.25,0,0.025,0,0,0,0,23898,18190,18180,0,10,99.945,0,0.055,2660,4553,0,14.631,25.044,0,17,3.21,0.07,0,0,0,0,8,0.108085809,16.921,0,83.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0.084,85.311,0,0.027,0,0.027,14.623,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE+,1920,0,4,0,0,0,0.003,6,224,9.18,0.156,4,0,0,0,0,0,0,0,0.003,0,0,0,0,4319,2395,2394,0,1,99.958,0,0.042,0,2394,0,0,100,0,3,2.126,0,0,0,0,0,1,0.125730994,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.958,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,ALH(D),11,33,12,17,5,0,0.218,3,2,1.667,0,1,0.273,0,1,2,9,9,0.02,0.17,0.286,1.545,0,0,150,110,5,56,49,4.545,50.909,44.545,0,5,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,8.182,0,0,0,0,0,1.818,10,0,26.364,3.636,11.818,10.909,13.636,0,0,0,0,0,0,0,9.091,0,0,0,0
Train,EL,AL,903617,0,0,0,0,0,0,42,41087,8.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1807230,903613,903613,0,0,100,0,0,0,903613,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHOIN(D),2994,1152,501,32,6,0.336,0.003,11,53,3.904,0.1,3,0.007,0.399,2,5,35,5.016,0,0.003,0.109,0.011,0,0,10217,6691,3869,2183,639,57.824,32.626,9.55,248,3176,287,6.41,82.088,7.418,4,2.109,3.373,7.214,0.174,0.174,0,1,0.165675885,0,0.312,14.197,48.518,0.78,0,1.56,6.837,0,1,2,0,0,0,34.633,3.118,2.398,0,0,0.24,0,0,0,62.35,52.578,0.179,4.648,0,0.12,4.394,0.852,0,2.466,0.942,0,18.383,0.269,0.164,6.86,3.139,1.136,0.045,0,0,0.06,3.109,0.658,0,0,0,0,0
Train,DL,SHIN(D),1414,0,37,4,1,1.196,0.01,9,61,4.78,0.142,2,0.089,2.703,2,4,4,2.091,0,0.033,0.828,0.003,0.073,0,15774,14320,14245,0,75,99.476,0,0.524,38,2333,0,0.267,16.378,0,26,2.161,89.109,0,0,0,0,19,0.005586448,5.648,8.04,64.917,12.226,0,0,0,0,0,0,6,6.645,0,0,0,100,32.027,0,0,0,0,0,0,21.601,16.823,0.091,0.161,0.007,0.035,0.265,82.388,0,0.07,0.077,0,0,0.028,0.028,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0
Train,EL,AL,24710,0,0,0,0,0,0.001,13,172,4.072,0.024,7,0,0,0,0,0,0,0,0.001,0,0,0,0,57945,33235,33235,0,0,100,0,0,0,33235,0,0,100,0,2,1.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,20225,65566,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151361,131132,65566,65566,0,50,50,0,0,65566,0,0,100,0,5,4,0,0,0,0,0,2,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHI(D),39,50,53,49,7,0.611,0.06,2,6,2.333,5.263,2,0.006,0,1,2,4,4,0.003,0.023,0.869,1.256,0,0,594,454,156,67,231,34.361,14.758,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,1,0.006410256,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.626,1.322,0.881,0,1.542,1.322,28.414,0,11.013,11.013,0,11.233,9.692,10.132,3.084,0.441,0,0.441,0,0,0.441,0,0.441,3.965,0,0,0,0
Train,EL,AL,6253,0,0,0,0,0,0.003,14,139,3.772,0.048,3,0,0,0,0,0,0,0,0.003,0,0,0,0,12963,6710,6710,0,0,100,0,0,0,6710,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,ALE+,25844,7,1,0,0,0,0.002,15,1137,4.111,0.015,5,0,0,0,0,0,0,0,0.002,0,0,0,0,165203,139358,40464,98893,1,29.036,70.963,0.001,0,40464,0,0,100,0,3,2.124,0,0,0,0,0,1,0.124060894,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,29.036,0,0,0,0.001,0,0,0,0,0,0,70.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,ALUOF(D),32,16,17,31,6,0.485,0.125,4,5,2.5,0,1,0,0,0,0,0,0,0.004,0.064,0.386,0.969,0,0,243,163,27,30,106,16.564,18.405,65.031,0,25,2,0,92.593,7.407,2,2,0,6.25,0,0,31.25,1,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,15.337,0,0,7.975,0,1.227,0,0,10.429,9.202,0,9.816,18.405,19.018,4.294,4.294,0,0,0,0,0,0,0,0,0,0,0,0
Train,DL,SHOIF(D),3823,2398,369,46,5,0.112,0.161,22,195,3.328,0.131,7,0.004,0.813,3,5,15,1.815,0,0.055,0.082,0.012,0,0,14835,10598,6691,3045,862,63.135,28.732,8.134,12,6583,5,0.179,98.386,0.075,7,2.04,1.91,5.807,0,0,0,2,0.033926169,1.322,3.965,37.225,8.59,0,0,0,0,0,0,0,0,0,0,48.899,55.769,9.615,0,0,0.481,0,2.885,0,57.692,62.248,0.566,1.113,0.113,0.113,0.16,0.727,0,2.585,2.784,0,21.315,0.434,0.359,5.756,1.661,0,0.038,0,0,0,0,0,0,0.028,0,0,0
Train,DL,ALUHIF(D),97,0,92,79,5,0.153,0.03,5,14,4,0,1,0.007,0,1,2,4,3.5,0,0.013,0.593,0.814,0,0,692,424,57,0,367,13.443,0,86.557,0,56,1,0,98.246,1.754,4,2.035,0,0,0,0,0,1,0.01754386,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.208,0.472,3.302,1.415,0,0.236,0,0,19.575,18.868,0,0,18.632,18.396,0,0,0,0,0,0,0,0,0,0,5.896,0,0,0
Train,DL,SRIQ,6580,0,51,0,0,0,0.009,16,368,6.38,0.061,9,0.025,1.961,2,3,5,1.556,0,0.017,0.011,0,0,0,26347,19716,19683,0,33,99.833,0,0.167,2300,10704,0,11.685,54.382,0,9,2.704,2.386,0,0,0,0,4,0.145531677,19.96,0.113,79.901,0,0,0,0,0,0,0,2,0,0,0,0,89.605,87.672,0,0,0,0,0,0,82.278,87.087,0.025,0.071,0,0.046,11.645,1.101,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
